Time,SoilMoisture,Temperature,Humidity,Pressure
2021-11-21 17:28:57.000,88,9.22,70.73,947.85
2021-11-21 17:29:02.000,88,9.21,70.62,947.85
2021-11-21 17:29:07.000,88,9.21,70.62,947.85
2021-11-21 17:29:12.000,88,9.21,70.47,947.87
2021-11-21 17:29:17.000,88,9.21,70.47,947.87
2021-11-21 17:29:22.000,88,9.15,70.39,947.83
2021-11-21 17:29:27.000,88,9.15,70.39,947.83
2021-11-21 17:29:32.000,88,9.16,70.78,947.82
2021-11-21 17:29:37.000,88,9.16,70.78,947.82
2021-11-21 17:29:42.000,88,9.17,70.78,947.83
2021-11-21 17:29:47.000,88,9.17,70.78,947.83
2021-11-21 17:29:52.000,88,9.13,70.64,947.85
2021-11-21 17:29:57.000,88,9.13,70.64,947.85
2021-11-21 17:30:02.000,88,9.04,70.69,947.86
2021-11-21 17:30:07.000,88,9.04,70.69,947.86
2021-11-21 17:30:12.000,88,8.96,70.83,947.83
2021-11-21 17:30:17.000,88,8.96,70.83,947.83
2021-11-21 17:30:22.000,88,8.93,70.95,947.83
2021-11-21 17:30:27.000,88,8.93,70.95,947.83
2021-11-21 17:30:32.000,88,8.9,71.03,947.85
2021-11-21 17:30:37.000,88,8.9,71.03,947.85
2021-11-21 17:30:42.000,88,8.88,71.15,947.87
2021-11-21 17:30:47.000,88,8.88,71.15,947.87
2021-11-21 17:30:52.000,88,8.84,71.28,947.87
2021-11-21 17:30:57.000,88,8.84,71.28,947.87
2021-11-21 17:31:02.000,88,8.85,71.35,947.86
2021-11-21 17:31:07.000,88,8.85,71.35,947.86
2021-11-21 17:31:12.000,88,8.87,71.64,947.9
2021-11-21 17:31:17.000,88,8.87,71.64,947.9
2021-11-21 17:31:22.000,88,8.92,71.65,947.82
2021-11-21 17:31:27.000,88,8.92,71.65,947.82
2021-11-21 17:31:32.000,88,8.94,71.49,947.87
2021-11-21 17:31:37.000,88,8.94,71.49,947.87
2021-11-21 17:31:42.000,88,8.95,71.41,947.84
2021-11-21 17:31:47.000,88,8.95,71.41,947.84
2021-11-21 17:31:52.000,88,9.02,71.55,947.85
2021-11-21 17:31:57.000,88,9.02,71.55,947.85
2021-11-21 17:32:02.000,88,9.04,71.53,947.84
2021-11-21 17:32:07.000,88,9.04,71.53,947.84
2021-11-21 17:32:12.000,88,8.98,71.32,947.85
2021-11-21 17:32:17.000,88,8.98,71.32,947.85
2021-11-21 17:32:22.000,88,8.95,71.41,947.82
2021-11-21 17:32:27.000,88,8.95,71.41,947.82
2021-11-21 17:32:32.000,88,8.95,71.4,947.83
2021-11-21 17:32:37.000,88,8.95,71.4,947.83
2021-11-21 17:32:42.000,88,8.96,71.35,947.83
2021-11-21 17:32:47.000,88,8.96,71.35,947.83
2021-11-21 17:32:52.000,88,8.97,71.49,947.85
2021-11-21 17:32:57.000,88,8.97,71.49,947.85
2021-11-21 17:33:02.000,88,9.04,71.64,947.84
2021-11-21 17:33:07.000,88,9.04,71.64,947.84
2021-11-21 17:33:12.000,88,9.04,71.33,947.86
2021-11-21 17:33:17.000,88,9.04,71.33,947.86
2021-11-21 17:33:22.000,88,9.02,71.18,947.83
2021-11-21 17:33:27.000,88,9.02,71.18,947.83
2021-11-21 17:33:32.000,88,9.02,71.16,947.84
2021-11-21 17:33:37.000,88,9.02,71.16,947.84
2021-11-21 17:33:42.000,88,9.03,71.1,947.88
2021-11-21 17:33:47.000,88,9.03,71.1,947.88
2021-11-21 17:33:52.000,88,9.02,71.07,947.85
2021-11-21 17:33:57.000,88,9.02,71.07,947.85
2021-11-21 17:34:02.000,88,8.99,71.08,947.84
2021-11-21 17:34:07.000,88,8.99,71.08,947.84
2021-11-21 17:34:12.000,88,8.95,71.11,947.86
2021-11-21 17:34:17.000,88,8.95,71.11,947.86
2021-11-21 17:34:22.000,88,8.94,71.16,947.87
2021-11-21 17:34:27.000,88,8.94,71.16,947.87
2021-11-21 17:34:32.000,88,8.93,71.21,947.88
2021-11-21 17:34:37.000,88,8.93,71.21,947.88
2021-11-21 17:34:42.000,88,8.95,71.2,947.85
2021-11-21 17:34:47.000,88,8.95,71.2,947.85
2021-11-21 17:34:52.000,88,8.94,71.16,947.81
2021-11-21 17:34:57.000,88,8.94,71.16,947.81
2021-11-21 17:35:02.000,88,8.93,71.16,947.89
2021-11-21 17:35:07.000,88,8.93,71.16,947.89
2021-11-21 17:35:12.000,88,8.93,71.16,947.85
2021-11-21 17:35:17.000,88,8.93,71.16,947.85
2021-11-21 17:35:22.000,88,8.91,71.16,947.86
2021-11-21 17:35:27.000,88,8.91,71.16,947.86
2021-11-21 17:35:32.000,88,8.93,71.22,947.88
2021-11-21 17:35:37.000,88,8.93,71.22,947.88
2021-11-21 17:35:42.000,88,8.96,71.22,947.87
2021-11-21 17:35:47.000,88,8.96,71.22,947.87
2021-11-21 17:35:52.000,88,8.93,71.17,947.88
2021-11-21 17:35:57.000,88,8.93,71.17,947.88
2021-11-21 17:36:02.000,88,8.91,71.21,947.93
2021-11-21 17:36:07.000,88,8.91,71.21,947.93
2021-11-21 17:36:12.000,88,8.91,71.2,947.89
2021-11-21 17:36:17.000,88,8.91,71.2,947.89
2021-11-21 17:36:22.000,88,8.88,71.13,947.88
2021-11-21 17:36:27.000,88,8.88,71.13,947.88
2021-11-21 17:36:32.000,88,8.89,71.17,947.89
2021-11-21 17:36:37.000,88,8.89,71.17,947.89
2021-11-21 17:36:42.000,88,8.86,71.16,947.88
2021-11-21 17:36:47.000,88,8.86,71.16,947.88
2021-11-21 17:36:52.000,88,8.85,71.25,947.89
2021-11-21 17:36:57.000,88,8.85,71.25,947.89
2021-11-21 17:37:02.000,88,8.85,71.31,947.88
2021-11-21 17:37:07.000,88,8.85,71.31,947.88
2021-11-21 17:37:12.000,88,8.87,71.29,947.9
2021-11-21 17:37:17.000,88,8.87,71.29,947.9
2021-11-21 17:37:22.000,88,8.87,71.3,947.88
2021-11-21 17:37:27.000,88,8.87,71.3,947.88
2021-11-21 17:37:32.000,88,8.88,71.33,947.89
2021-11-21 17:37:37.000,88,8.88,71.33,947.89
2021-11-21 17:37:42.000,88,8.88,71.34,947.85
2021-11-21 17:37:47.000,88,8.88,71.34,947.85
2021-11-21 17:37:52.000,88,8.86,71.37,947.88
2021-11-21 17:37:57.000,88,8.86,71.37,947.88
2021-11-21 17:38:02.000,88,8.9,71.34,947.86
2021-11-21 17:38:07.000,88,8.9,71.34,947.86
2021-11-21 17:38:12.000,88,8.93,71.29,947.87
2021-11-21 17:38:17.000,88,8.93,71.29,947.87
2021-11-21 17:38:22.000,88,8.97,71.3,947.85
2021-11-21 17:38:27.000,88,8.97,71.3,947.85
2021-11-21 17:38:32.000,88,9.03,71.61,947.85
2021-11-21 17:38:37.000,88,9.03,71.61,947.85
2021-11-21 17:38:42.000,88,9.08,71.61,947.85
2021-11-21 17:38:47.000,88,9.08,71.61,947.85
2021-11-21 17:38:52.000,88,9.13,71.65,947.83
2021-11-21 17:38:57.000,88,9.13,71.65,947.83
2021-11-21 17:39:02.000,88,9.12,71.63,947.84
2021-11-21 17:39:07.000,88,9.12,71.63,947.84
2021-11-21 17:39:12.000,88,9.08,71.48,947.84
2021-11-21 17:39:17.000,88,9.08,71.48,947.84
2021-11-21 17:39:22.000,88,9.07,71.46,947.87
2021-11-21 17:39:27.000,88,9.07,71.46,947.87
2021-11-21 17:39:32.000,88,9.09,71.51,947.85
2021-11-21 17:39:37.000,88,9.09,71.51,947.85
2021-11-21 17:39:42.000,88,9.1,71.51,947.85
2021-11-21 17:39:47.000,88,9.1,71.51,947.85
2021-11-21 17:39:52.000,88,9.14,71.56,947.85
2021-11-21 17:39:57.000,88,9.14,71.56,947.85
2021-11-21 17:40:02.000,88,9.13,71.51,947.83
2021-11-21 17:40:07.000,88,9.13,71.51,947.83
2021-11-21 17:40:12.000,88,9.12,71.45,947.86
2021-11-21 17:40:17.000,88,9.12,71.45,947.86
2021-11-21 17:40:22.000,88,9.13,71.58,947.87
2021-11-21 17:40:27.000,88,9.13,71.58,947.87
2021-11-21 17:40:32.000,88,9.09,71.25,947.86
2021-11-21 17:40:37.000,88,9.09,71.25,947.86
2021-11-21 17:40:42.000,88,9.08,71.12,947.87
2021-11-21 17:40:47.000,88,9.08,71.12,947.87
2021-11-21 17:40:52.000,88,9.04,70.99,947.83
2021-11-21 17:40:57.000,88,9.04,70.99,947.83
2021-11-21 17:41:02.000,88,9.02,70.96,947.88
2021-11-21 17:41:07.000,88,9.02,70.96,947.88
2021-11-21 17:41:12.000,88,8.98,70.94,947.83
2021-11-21 17:41:17.000,88,8.98,70.94,947.83
2021-11-21 17:41:22.000,88,8.94,70.97,947.8
2021-11-21 17:41:27.000,88,8.94,70.97,947.8
2021-11-21 17:41:32.000,88,8.91,71.05,947.88
2021-11-21 17:41:37.000,88,8.91,71.05,947.88
2021-11-21 17:41:42.000,88,8.91,71.1,947.87
2021-11-21 17:41:47.000,88,8.91,71.1,947.87
2021-11-21 17:41:52.000,88,8.89,71.17,947.86
2021-11-21 17:41:57.000,88,8.89,71.17,947.86
2021-11-21 17:42:02.000,88,8.85,71.23,947.86
2021-11-21 17:42:07.000,88,8.85,71.23,947.86
2021-11-21 17:42:12.000,88,8.87,71.31,947.89
2021-11-21 17:42:17.000,88,8.87,71.31,947.89
2021-11-21 17:42:22.000,88,8.88,71.36,947.91
2021-11-21 17:42:27.000,88,8.88,71.36,947.91
2021-11-21 17:42:32.000,88,8.9,71.39,947.87
2021-11-21 17:42:37.000,88,8.9,71.39,947.87
2021-11-21 17:42:42.000,88,8.9,71.43,947.9
2021-11-21 17:42:47.000,88,8.9,71.43,947.9
2021-11-21 17:42:52.000,88,8.93,71.63,947.89
2021-11-21 17:42:57.000,88,8.93,71.63,947.89
2021-11-21 17:43:02.000,88,8.95,71.51,947.88
2021-11-21 17:43:07.000,88,8.95,71.51,947.88
2021-11-21 17:43:12.000,88,8.92,71.41,947.91
2021-11-21 17:43:17.000,88,8.92,71.41,947.91
2021-11-21 17:43:22.000,88,8.88,71.4,947.91
2021-11-21 17:43:27.000,88,8.88,71.4,947.91
2021-11-21 17:43:32.000,88,8.89,71.41,947.9
2021-11-21 17:43:37.000,88,8.89,71.41,947.9
2021-11-21 17:43:42.000,88,8.86,71.45,947.88
2021-11-21 17:43:47.000,88,8.86,71.45,947.88
2021-11-21 17:43:52.000,88,8.81,71.54,947.87
2021-11-21 17:43:57.000,88,8.81,71.54,947.87
2021-11-21 17:44:02.000,88,8.81,71.8,947.88
2021-11-21 17:44:07.000,88,8.81,71.8,947.88
2021-11-21 17:44:12.000,88,8.81,71.88,947.91
2021-11-21 17:44:17.000,88,8.81,71.88,947.91
2021-11-21 17:44:22.000,88,8.87,72.01,947.91
2021-11-21 17:44:27.000,88,8.87,72.01,947.91
2021-11-21 17:44:32.000,88,8.94,72.07,947.9
2021-11-21 17:44:37.000,88,8.94,72.07,947.9
2021-11-21 17:44:42.000,88,8.95,71.78,947.87
2021-11-21 17:44:47.000,88,8.95,71.78,947.87
2021-11-21 17:44:52.000,88,9.02,72.04,947.85
2021-11-21 17:44:57.000,88,9.02,72.04,947.85
2021-11-21 17:45:02.000,88,9.04,72.1,947.88
2021-11-21 17:45:07.000,88,9.04,72.1,947.88
2021-11-21 17:45:12.000,88,9.06,71.96,947.89
2021-11-21 17:45:17.000,88,9.06,71.96,947.89
2021-11-21 17:45:22.000,88,9.08,71.78,947.92
2021-11-21 17:45:27.000,88,9.08,71.78,947.92
2021-11-21 17:45:32.000,88,9.08,71.45,947.9
2021-11-21 17:45:37.000,88,9.08,71.45,947.9
2021-11-21 17:45:42.000,88,9.09,71.33,947.92
2021-11-21 17:45:47.000,88,9.09,71.33,947.92
2021-11-21 17:45:52.000,88,9.05,71.12,947.9
2021-11-21 17:45:57.000,88,9.05,71.12,947.9
2021-11-21 17:46:02.000,88,9.07,71.06,947.89
2021-11-21 17:46:07.000,88,9.07,71.06,947.89
2021-11-21 17:46:12.000,88,9.03,71.04,947.89
2021-11-21 17:46:17.000,88,9.03,71.04,947.89
2021-11-21 17:46:22.000,88,9.01,71.04,947.89
2021-11-21 17:46:27.000,88,9.01,71.04,947.89
2021-11-21 17:46:32.000,88,8.96,71.06,947.88
2021-11-21 17:46:37.000,88,8.96,71.06,947.88
2021-11-21 17:46:42.000,88,8.96,71.08,947.86
2021-11-21 17:46:47.000,88,8.96,71.08,947.86
2021-11-21 17:46:52.000,88,8.94,71.1,947.86
2021-11-21 17:46:57.000,88,8.94,71.1,947.86
2021-11-21 17:47:02.000,88,8.92,71.16,947.88
2021-11-21 17:47:07.000,88,8.92,71.16,947.88
2021-11-21 17:47:12.000,88,8.99,71.19,947.87
2021-11-21 17:47:17.000,88,8.99,71.19,947.87
2021-11-21 17:47:22.000,88,9.04,71.09,947.91
2021-11-21 17:47:27.000,88,9.04,71.09,947.91
2021-11-21 17:47:32.000,88,9.01,71.01,947.92
2021-11-21 17:47:37.000,88,9.01,71.01,947.92
2021-11-21 17:47:42.000,88,8.97,71.05,947.86
2021-11-21 17:47:47.000,88,8.97,71.05,947.86
2021-11-21 17:47:52.000,88,8.95,71.06,947.89
2021-11-21 17:47:57.000,88,8.95,71.06,947.89
2021-11-21 17:48:02.000,88,8.95,71.07,947.94
2021-11-21 17:48:07.000,88,8.95,71.07,947.94
2021-11-21 17:48:12.000,88,8.92,71.06,947.93
2021-11-21 17:48:17.000,88,8.92,71.06,947.93
2021-11-21 17:48:22.000,88,8.84,71.12,947.96
2021-11-21 17:48:27.000,88,8.84,71.12,947.96
2021-11-21 17:48:32.000,88,8.82,71.21,947.94
2021-11-21 17:48:37.000,88,8.82,71.21,947.94
2021-11-21 17:48:42.000,88,8.78,71.29,947.92
2021-11-21 17:48:47.000,88,8.78,71.29,947.92
2021-11-21 17:48:52.000,88,8.81,71.34,947.93
2021-11-21 17:48:57.000,88,8.81,71.34,947.93
2021-11-21 17:49:02.000,88,8.81,71.31,947.95
2021-11-21 17:49:07.000,88,8.81,71.31,947.95
2021-11-21 17:49:12.000,88,8.77,71.35,947.93
2021-11-21 17:49:17.000,88,8.77,71.35,947.93
2021-11-21 17:49:22.000,88,8.77,71.39,947.97
2021-11-21 17:49:27.000,88,8.77,71.39,947.97
2021-11-21 17:49:32.000,88,8.74,71.41,947.96
2021-11-21 17:49:37.000,88,8.74,71.41,947.96
2021-11-21 17:49:42.000,88,8.74,71.45,947.96
2021-11-21 17:49:47.000,88,8.74,71.45,947.96
2021-11-21 17:49:52.000,88,8.8,71.42,947.95
2021-11-21 17:49:57.000,88,8.8,71.42,947.95
2021-11-21 17:50:02.000,88,8.79,71.43,947.91
2021-11-21 17:50:07.000,88,8.79,71.43,947.91
2021-11-21 17:50:12.000,88,8.78,71.44,947.9
2021-11-21 17:50:17.000,88,8.78,71.44,947.9
2021-11-21 17:50:22.000,88,8.79,71.48,947.9
2021-11-21 17:50:27.000,88,8.79,71.48,947.9
2021-11-21 17:50:32.000,88,8.77,71.57,947.9
2021-11-21 17:50:37.000,88,8.77,71.57,947.9
2021-11-21 17:50:42.000,88,8.81,71.69,947.9
2021-11-21 17:50:47.000,88,8.81,71.69,947.9
2021-11-21 17:50:52.000,88,8.86,71.85,947.87
2021-11-21 17:50:57.000,88,8.86,71.85,947.87
2021-11-21 17:51:02.000,88,8.9,71.94,947.9
2021-11-21 17:51:07.000,88,8.9,71.94,947.9
2021-11-21 17:51:12.000,88,8.94,71.97,947.89
2021-11-21 17:51:17.000,88,8.94,71.97,947.89
2021-11-21 17:51:22.000,88,9.02,71.74,947.89
2021-11-21 17:51:27.000,88,9.02,71.74,947.89
2021-11-21 17:51:32.000,88,9,71.71,947.91
2021-11-21 17:51:37.000,88,9,71.71,947.91
2021-11-21 17:51:42.000,88,8.95,71.51,947.94
2021-11-21 17:51:47.000,88,8.95,71.51,947.94
2021-11-21 17:51:52.000,88,8.9,71.51,947.99
2021-11-21 17:51:57.000,88,8.9,71.51,947.99
2021-11-21 17:52:02.000,88,8.94,71.45,947.97
2021-11-21 17:52:07.000,88,8.94,71.45,947.97
2021-11-21 17:52:12.000,88,8.9,71.49,947.98
2021-11-21 17:52:17.000,88,8.9,71.49,947.98
2021-11-21 17:52:22.000,88,8.9,71.73,947.97
2021-11-21 17:52:27.000,88,8.9,71.73,947.97
2021-11-21 17:52:32.000,88,8.88,71.63,947.94
2021-11-21 17:52:37.000,88,8.88,71.63,947.94
2021-11-21 17:52:42.000,88,8.83,71.62,947.96
2021-11-21 17:52:47.000,88,8.83,71.62,947.96
2021-11-21 17:52:52.000,88,8.82,71.63,947.94
2021-11-21 17:52:57.000,88,8.82,71.63,947.94
2021-11-21 17:53:02.000,88,8.8,71.68,947.92
2021-11-21 17:53:07.000,88,8.8,71.68,947.92
2021-11-21 17:53:12.000,88,8.77,71.97,947.92
2021-11-21 17:53:17.000,88,8.77,71.97,947.92
2021-11-21 17:53:22.000,87.8,8.83,72.12,947.92
2021-11-21 17:53:27.000,88,8.83,72.12,947.92
2021-11-21 17:53:32.000,88,8.91,72.29,947.92
2021-11-21 17:53:37.000,88,8.91,72.29,947.92
2021-11-21 17:53:42.000,88,8.94,72.39,947.93
2021-11-21 17:53:47.000,88,8.94,72.39,947.93
2021-11-21 17:53:52.000,88,8.94,72.01,947.92
2021-11-21 17:53:57.000,88,8.94,72.01,947.92
2021-11-21 17:54:02.000,88,8.97,71.87,947.95
2021-11-21 17:54:07.000,88,8.97,71.87,947.95
2021-11-21 17:54:12.000,88,9.02,71.82,947.93
2021-11-21 17:54:17.000,88,9.02,71.82,947.93
2021-11-21 17:54:22.000,88,9.05,71.8,947.97
2021-11-21 17:54:27.000,88,9.05,71.8,947.97
2021-11-21 17:54:32.000,88,9.04,71.67,947.95
2021-11-21 17:54:37.000,88,9.04,71.67,947.95
2021-11-21 17:54:42.000,88,9.09,71.69,947.96
2021-11-21 17:54:47.000,88,9.09,71.69,947.96
2021-11-21 17:54:52.000,88,9.11,71.74,947.98
2021-11-21 17:54:57.000,88,9.11,71.74,947.98
2021-11-21 17:55:02.000,88,9.13,71.81,947.94
2021-11-21 17:55:07.000,88,9.13,71.81,947.94
2021-11-21 17:55:12.000,88,9.08,71.43,948
2021-11-21 17:55:17.000,88,9.08,71.43,948
2021-11-21 17:55:22.000,88,9.05,71.3,947.97
2021-11-21 17:55:27.000,88,9.05,71.3,947.97
2021-11-21 17:55:32.000,88,9.03,71.25,947.95
2021-11-21 17:55:37.000,88,9.03,71.25,947.95
2021-11-21 17:55:42.000,88,8.97,71.22,948.01
2021-11-21 17:55:47.000,88,8.97,71.22,948.01
2021-11-21 17:55:52.000,88,8.95,71.55,947.97
2021-11-21 17:55:57.000,88,8.95,71.55,947.97
2021-11-21 17:56:02.000,88,9.02,71.74,947.91
2021-11-21 17:56:07.000,88,9.02,71.74,947.91
2021-11-21 17:56:12.000,88,9.07,71.75,947.97
2021-11-21 17:56:17.000,88,9.07,71.75,947.97
2021-11-21 17:56:22.000,88,9.09,71.63,947.95
2021-11-21 17:56:27.000,88,9.09,71.63,947.95
2021-11-21 17:56:32.000,88,9.11,71.61,947.97
2021-11-21 17:56:37.000,88,9.11,71.61,947.97
2021-11-21 17:56:42.000,88,9.09,71.57,947.99
2021-11-21 17:56:47.000,88,9.09,71.57,947.99
2021-11-21 17:56:52.000,88,9.05,71.46,947.97
2021-11-21 17:56:57.000,88,9.05,71.46,947.97
2021-11-21 17:57:02.000,88,9.02,71.27,947.99
2021-11-21 17:57:07.000,88,9.02,71.27,947.99
2021-11-21 17:57:12.000,88,9,71.19,948.02
2021-11-21 17:57:17.000,88,9,71.19,948.02
2021-11-21 17:57:22.000,88,8.94,71.22,948.04
2021-11-21 17:57:27.000,88,8.94,71.22,948.04
2021-11-21 17:57:32.000,88,8.94,71.38,948.01
2021-11-21 17:57:37.000,88,8.94,71.38,948.01
2021-11-21 17:57:42.000,88,8.93,71.49,947.99
2021-11-21 17:57:47.000,88,8.93,71.49,947.99
2021-11-21 17:57:52.000,88,8.9,71.45,948.01
2021-11-21 17:57:57.000,88,8.9,71.45,948.01
2021-11-21 17:58:02.000,88,8.88,71.5,948.02
2021-11-21 17:58:07.000,88,8.88,71.5,948.02
2021-11-21 17:58:12.000,88,8.9,71.45,948.03
2021-11-21 17:58:17.000,87.8,8.9,71.45,948.03
2021-11-21 17:58:22.000,88,8.92,71.32,948.02
2021-11-21 17:58:27.000,88,8.92,71.32,948.02
2021-11-21 17:58:32.000,88,8.96,71.18,948.01
2021-11-21 17:58:37.000,88,8.96,71.18,948.01
2021-11-21 17:58:42.000,88,8.98,71.09,948.01
2021-11-21 17:58:47.000,88,8.98,71.09,948.01
2021-11-21 17:58:52.000,88,8.96,71.03,948
2021-11-21 17:58:57.000,88,8.96,71.03,948
2021-11-21 17:59:02.000,88,8.97,71.08,947.99
2021-11-21 17:59:07.000,88,8.97,71.08,947.99
2021-11-21 17:59:12.000,88,8.94,70.97,948
2021-11-21 17:59:17.000,87.8,8.94,70.97,948
2021-11-21 17:59:22.000,88,8.84,71.01,947.99
2021-11-21 17:59:27.000,88,8.84,71.01,947.99
2021-11-21 17:59:32.000,87.8,8.81,71.12,948.01
2021-11-21 17:59:37.000,88,8.81,71.12,948.01
2021-11-21 17:59:42.000,88,8.74,71.23,947.96
2021-11-21 17:59:47.000,88,8.74,71.23,947.96
2021-11-21 17:59:52.000,88,8.72,71.46,947.99
2021-11-21 17:59:57.000,88,8.72,71.46,947.99
2021-11-21 18:00:02.000,88,8.76,71.85,948
2021-11-21 18:00:07.000,88,8.76,71.85,948
2021-11-21 18:00:12.000,87.8,8.81,71.96,948.01
2021-11-21 18:00:17.000,88,8.81,71.96,948.01
2021-11-21 18:00:22.000,88,8.82,71.96,948.03
2021-11-21 18:00:27.000,87.8,8.82,71.96,948.03
2021-11-21 18:00:32.000,88,8.83,71.92,948.04
2021-11-21 18:00:37.000,88,8.83,71.92,948.04
2021-11-21 18:00:42.000,88,8.8,72.02,948.03
2021-11-21 18:00:47.000,88,8.8,72.02,948.03
2021-11-21 18:00:52.000,88,8.81,71.94,947.99
2021-11-21 18:00:57.000,88,8.81,71.94,947.99
2021-11-21 18:01:02.000,88,8.84,72.04,948.05
2021-11-21 18:01:07.000,88,8.84,72.04,948.05
2021-11-21 18:01:12.000,88,8.83,72.01,948.01
2021-11-21 18:01:17.000,88,8.83,72.01,948.01
2021-11-21 18:01:22.000,88,8.83,72.18,948.07
2021-11-21 18:01:27.000,88,8.83,72.18,948.07
2021-11-21 18:01:32.000,88,8.89,72.11,948.01
2021-11-21 18:01:37.000,88,8.89,72.11,948.01
2021-11-21 18:01:42.000,88,8.85,71.84,948.03
2021-11-21 18:01:47.000,88,8.85,71.84,948.03
2021-11-21 18:01:52.000,88,8.79,71.72,948
2021-11-21 18:01:57.000,88,8.79,71.72,948
2021-11-21 18:02:02.000,88,8.76,71.69,947.96
2021-11-21 18:02:07.000,88,8.76,71.69,947.96
2021-11-21 18:02:12.000,88,8.72,71.72,948.01
2021-11-21 18:02:17.000,88,8.72,71.72,948.01
2021-11-21 18:02:22.000,88,8.74,71.8,948.03
2021-11-21 18:02:27.000,88,8.74,71.8,948.03
2021-11-21 18:02:32.000,88,8.7,71.78,948.01
2021-11-21 18:02:37.000,88,8.7,71.78,948.01
2021-11-21 18:02:42.000,88,8.65,71.86,947.99
2021-11-21 18:02:47.000,88,8.65,71.86,947.99
2021-11-21 18:02:52.000,88,8.64,72,948.03
2021-11-21 18:02:57.000,88,8.64,72,948.03
2021-11-21 18:03:02.000,88,8.64,72.04,948.01
2021-11-21 18:03:07.000,88,8.64,72.04,948.01
2021-11-21 18:03:12.000,88,8.69,72.19,948
2021-11-21 18:03:17.000,88,8.69,72.19,948
2021-11-21 18:03:22.000,88,8.71,72.36,948.02
2021-11-21 18:03:27.000,88,8.71,72.36,948.02
2021-11-21 18:03:32.000,88,8.75,72.42,948
2021-11-21 18:03:37.000,88,8.75,72.42,948
2021-11-21 18:03:42.000,88,8.8,72.1,948
2021-11-21 18:03:47.000,88,8.8,72.1,948
2021-11-21 18:03:52.000,88,8.78,71.84,948.02
2021-11-21 18:03:57.000,87.6,8.78,71.84,948.02
2021-11-21 18:04:02.000,88,8.75,71.68,948.05
2021-11-21 18:04:07.000,88,8.75,71.68,948.05
2021-11-21 18:04:12.000,88,8.72,71.63,948.04
2021-11-21 18:04:17.000,88,8.72,71.63,948.04
2021-11-21 18:04:22.000,88,8.7,71.68,948.05
2021-11-21 18:04:27.000,88,8.7,71.68,948.05
2021-11-21 18:04:32.000,88,8.73,71.55,948.07
2021-11-21 18:04:37.000,88,8.73,71.55,948.07
2021-11-21 18:04:42.000,88,8.74,71.45,948.07
2021-11-21 18:04:47.000,87.8,8.74,71.45,948.07
2021-11-21 18:04:52.000,88,8.74,71.39,948.02
2021-11-21 18:04:57.000,88,8.74,71.39,948.02
2021-11-21 18:05:02.000,87.6,8.75,71.55,948.02
2021-11-21 18:05:07.000,88,8.75,71.55,948.02
2021-11-21 18:05:12.000,88,8.77,71.63,948.03
2021-11-21 18:05:17.000,88,8.77,71.63,948.03
2021-11-21 18:05:22.000,88,8.82,71.62,948.01
2021-11-21 18:05:27.000,88,8.82,71.62,948.01
2021-11-21 18:05:32.000,88,8.88,71.45,948
2021-11-21 18:05:37.000,88,8.88,71.45,948
2021-11-21 18:05:42.000,88,8.91,71.33,948
2021-11-21 18:05:47.000,88,8.91,71.33,948
2021-11-21 18:05:52.000,88,8.94,71.22,947.98
2021-11-21 18:05:57.000,88,8.94,71.22,947.98
2021-11-21 18:06:02.000,88,8.96,71.2,947.99
2021-11-21 18:06:07.000,88,8.96,71.2,947.99
2021-11-21 18:06:12.000,88,8.97,71.05,948.02
2021-11-21 18:06:17.000,88,8.97,71.05,948.02
2021-11-21 18:06:22.000,88,8.95,71.04,948.01
2021-11-21 18:06:27.000,88,8.95,71.04,948.01
2021-11-21 18:06:32.000,88,9.02,71.26,947.99
2021-11-21 18:06:37.000,88,9.02,71.26,947.99
2021-11-21 18:06:42.000,88,9.01,70.95,948.02
2021-11-21 18:06:47.000,88,9.01,70.95,948.02
2021-11-21 18:06:52.000,88,9.03,70.75,948.01
2021-11-21 18:06:57.000,88,9.03,70.75,948.01
2021-11-21 18:07:02.000,87.8,8.96,70.26,948.01
2021-11-21 18:07:07.000,88,8.96,70.26,948.01
2021-11-21 18:07:12.000,88,8.95,70.36,948.03
2021-11-21 18:07:17.000,88,8.95,70.36,948.03
2021-11-21 18:07:22.000,88,8.99,70.24,948.04
2021-11-21 18:07:27.000,88,8.99,70.24,948.04
2021-11-21 18:07:32.000,88,9,70.37,948.07
2021-11-21 18:07:37.000,88,9,70.37,948.07
2021-11-21 18:07:42.000,88,8.92,70.52,948.01
2021-11-21 18:07:47.000,88,8.92,70.52,948.01
2021-11-21 18:07:52.000,88,8.89,70.7,948.02
2021-11-21 18:07:57.000,87.8,8.89,70.7,948.02
2021-11-21 18:08:02.000,88,8.89,70.76,948.04
2021-11-21 18:08:07.000,88,8.89,70.76,948.04
2021-11-21 18:08:12.000,88,8.9,70.68,948.05
2021-11-21 18:08:17.000,88,8.9,70.68,948.05
2021-11-21 18:08:22.000,88,8.86,70.61,947.99
2021-11-21 18:08:27.000,88,8.86,70.61,947.99
2021-11-21 18:08:32.000,88,8.84,70.63,948.04
2021-11-21 18:08:37.000,88,8.84,70.63,948.04
2021-11-21 18:08:42.000,88,8.85,70.65,948
2021-11-21 18:08:47.000,88,8.85,70.65,948
2021-11-21 18:08:52.000,88,8.82,70.64,948.03
2021-11-21 18:08:57.000,88,8.82,70.64,948.03
2021-11-21 18:09:02.000,88,8.74,70.71,948.02
2021-11-21 18:09:07.000,88,8.74,70.71,948.02
